"id","name","description","prerequisite","preparation","crosslist","corequisite","duplicate","similarity"
"EDUC 576","Establishing and Maintaining an Effective Classroom Ecology","Environmental and personal factors affecting student achievement . Intervention methodologies . Creating an effective learning environment .","","","","","",""
"EDUC 574","Collaboration , Families and Case Management","Planning and implementing effective educational services for students receiving special education services . Potential interventions for family support . Coordination of services .","","","","","",""
"EDUC 577","Guided Practice : Mild/Moderate Disabilities","Supervised practicum in observation and teaching . Focus on planning , implementing , and assessing instruction for whole classes and individual students with mild/moderate disabilities .","","","","","",""
"EDUC 552","Literacies in the Content Area","Literacy and language within content areas . Developing reading , writing , speaking and listening skills for real audiences . Academic language .","","","","","",""
"EDUC 557","Civics Education","Uses of pedagogical practices for increasing student engagement in the study of history and civics . Becoming critical thinkers , problem solvers , and effective citizens .","","","","","",""
"EDUC 578","Integrating the Arts into the Secondary Curriculum","Methods for integrating the arts into secondary classroom instruction . Critical and creative thinking , aesthetic education .","","","","","",""
"EDUC 555","STEM Education in Secondary Classrooms","Developing innovative practices in designing inquiry-based lesson plans to faciliate integrating the STEM disciplines as a foundation for teaching .","","","","","",""
"EDUC 559","Discourse Analysis and Technology in STEM Classrooms","Using multiple assessment strategies and technology to assess mathematical and scientific thinking and performance .","","","","","",""
"EDUC 580","Transforming STEM Education into Teaching Science","The convergence of science , technology , engineering , and mathematics (STEM) as a foundation for teaching science .","","","","","",""
"MTAL 505","MTAL 505 Teaching and Learning Music","Studies of the latest resources concerning the teaching and learning of music so that musicians can function more effectively as both teachers and performers .","","","","","MUED 505","csr00326/0.3825"
"MTAL 501","MTAL 501 Historical Foundations of Music Education","A contextual exploration of the historical development of American music education .","","","","","MUED 501",""
"MTAL 504","MTAL 504 Psychological Foundations of Music","Exploration of theories , research and practice in psychological foundations of music teaching and learning .","","","","","MUED 504",""
"MTAL 594","MTAL 594a Master's Thesis","Credit on acceptance of thesis .","","","","","MUED 594",""
"MTAL 590","MTAL 590 Directed Research",", 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12Research leading to the master’s degree . Maximum units which may be applied to the degree to be determined by the department .","","","","","MUED 590",""
"EDUC 510","EDUC 510 Theories of Language Learning and Teaching","Application of learning theories to the design of second language instruction and student assessment to promote motivation , investment , self-regulation and engagement among language learners .","","","","","",""
"EDUC 521","EDUC 521 Assessment and Instruction for Diverse Language Learners","Assessment practices and strategies in English language instruction with special attention to learner differences (social , cultural , physical , intellectual) that influence academic performance . Open only to MAT TESOL and TESOL (online) students .","","","","","",""
"EDUC 596","EDUC 596 English Language Learning Design , Teaching and Technology","Students collaboratively design and deliver synchronous and asynchronous online language learning opportunities . Students become versatile with adapting content , technical aspects of video-conferencing and interactional dynamics","","","","","EDUC 540;EDUC 540",""
"EDUC 639","EDUC 639 Approaches and Strategies for Language Teaching","Overview of approaches , models and strategies in language teaching , topics include lesson planning , and implementation of the lesson for language and content area instruction .","","","","","EDUC 561",""
"EDUC 649","EDUC 649 Teaching Practice to Support Language Learners","Introduces components of effective teaching , including lesson and unit planning , creating a classroom environment conducive to learning , and classroom management strategies .","","","","","EDUC 562",""
"EDUC 655","EDUC 655 Social Foundations of Language Education","Candidates engage in systematic study of the social aspects of language learning and their significance for structuring learning opportunities for diverse students in language classrooms .","","","","","EDUC 565;EDUC 565",""
